wavelength_nm,dark_mean,water_mean_raw,water_corr,corr_2pct,trans_2pct,norm_2pct,corr_4pct,trans_4pct,norm_4pct,corr_6pct,trans_6pct,norm_6pct,corr_8pct,trans_8pct,norm_8pct,corr_10pct,trans_10pct,norm_10pct,corr_12pct,trans_12pct,norm_12pct,corr_14pct,trans_14pct,norm_14pct,corr_16pct,trans_16pct,norm_16pct,corr_18pct,trans_18pct,norm_18pct,corr_20pct,trans_20pct,norm_20pct
1177.88,2915.51819,28052.74185,25137.22366,25562.35813,1.0169125467374707,0.007838733647075472,24579.76785,0.9778234932568524,0.007919269451307427,25635.23152,1.0198115697555121,0.00794083416479249,25586.83136,1.017886131980257,0.007984595200570186,27578.5681,1.0971206873527894,0.008185313156342185,26144.05296,1.040053321465335,0.00809031223673852,27000.09967,1.0741082641105004,0.008097724816764554,26713.79822,1.0627187226928625,0.008136848821999384,27251.05771,1.0840917866901774,0.008156470252151158,27813.75671,1.1064768761340609,0.00821385133761073
1183.788,2925.51511,28986.12045,26060.60534,26486.56058,1.016344794544976,0.007835575648519126,25432.2811,0.9758898831472808,0.007907193041670733,26501.64632,1.016923665979587,0.007918368833333172,26408.43535,1.0133469658690593,0.007951537636344293,28272.65239,1.0848808775214736,0.00810540897341205,26921.12575,1.0330199701339708,0.008037495309896862,27764.903,1.0653974701571534,0.008035704889798788,27431.67633,1.052610865024519,0.008064695087624255,27950.77397,1.0725297285055313,0.008075525536529148,28476.59543,1.0927065990401896,0.008123051870442913
1189.696,2922.12485,29445.59197,26523.46712,26941.59815,1.015764569093032,0.007832826931924296,25849.90449,0.9746050308222298,0.007896304735758768,26901.56347,1.0142551631085552,0.007900018234330942,26774.24061,1.0094547778714384,0.007923042906677962,28487.44307,1.0740467277944619,0.008033227510161141,27243.68313,1.0271539164446915,0.00799219306545295,28062.95302,1.058042407994208,0.007981047155063755,27690.17011,1.0439875746530982,0.00800093245106733,28184.48935,1.0626246268063313,0.008005100421264677,28675.53302,1.0811381819074941,0.008043165759779425
1195.604,2916.26579,29716.60472,26800.338929999998,27211.111859999997,1.0153271542972984,0.00783084115207572,26085.418589999997,0.9733242052696682,0.007888243003874591,27131.98147,1.0123745651450984,0.007886029791608563,26968.46431,1.0062732557390086,0.00790064458966754,28562.1592,1.0657387309392508,0.007976170460608329,27383.68984,1.0217665497262427,0.007956523353905847,28175.928549999997,1.0513273217772698,0.00793791201222106,27774.800789999998,1.0363600573315586,0.007950374356331526,28262.208789999997,1.0545466930033336,0.007949824434870032,28724.3958,1.0717922588600637,0.00797978798857247
1201.512,2923.55049,30010.10696,27086.55647,27500.4331,1.0152797802281879,0.00783099795304169,26349.33991,0.9727829352979397,0.007884054083004507,27393.179979999997,1.0113201362579847,0.007877222486097235,27195.909,1.0040371514231097,0.007886374701191667,28700.302099999997,1.0595773638405206,0.007939048122962394,27584.358389999998,1.0183781914305476,0.007932625665056658,28357.38192,1.046917202317966,0.0079093963551893,27932.05592,1.031214726424765,0.007916104783554784,28413.06481,1.0489729412990976,0.007912650538303522,28859.091709999997,1.0654396671634205,0.00793671353431222
1207.42,2907.24251,30374.58061,27467.3381,27886.99849,1.015278524204717,0.007833392362603536,26702.26121,0.9721459397625429,0.007883930119317458,27762.74891,1.0107549850271074,0.00787373403908533,27553.4136,1.0031337401420781,0.007880153933980966,29008.09707,1.0560942223229122,0.007922563629656817,27919.9167,1.016476973427578,0.007919990863129497,28685.19348,1.0443383110356805,0.00789485218206258,28241.11248,1.028170708686183,0.007898104093866981,28726.08114,1.045826903044529,0.007893405291173362,29155.36806,1.0614558991429897,0.007915152766620725
1213.327,2924.29809,30860.79414,27936.49605,28381.51499,1.015929662016436,0.00783776694060108,27178.8814,0.9728808276942089,0.007886430587811112,28241.22421,1.0109078876411202,0.007874364992758261,28028.16874,1.0032814670041628,0.007880661664973792,29526.78057,1.0569249814706092,0.007923577117255049,28390.286369999998,1.0162436376841182,0.007916123253290486,29173.39814,1.0442754913782395,0.007891791035143616,28718.24064,1.0279829148437531,0.007893362362310447,29213.97874,1.045728093019024,0.007888862354053295,29655.484959999998,1.0615320155728691,0.00791078826361391
1219.235,2934.34719,31318.03158,28383.68439,28867.76616,1.0170549306900605,0.007843096754655745,27651.44596,0.9742021359898585,0.007890942280872473,28721.05853,1.01188619966895,0.00787690353346344,28529.555529999998,1.0051392602170912,0.007885583462410951,30150.303659999998,1.0622406607164223,0.00793668500305348,28909.029309999998,1.018508693684076,0.00791860970907803,29734.20807,1.047580985662165,0.007897184389968118,29272.82111,1.0313256273492548,0.007898381982062015,29786.46114,1.0494219401091642,0.007894625525458108,30250.57724,1.0657734501394658,0.007918871715249989
1225.142,2910.11118,31381.13773,28471.02655,28998.28294,1.0185190509051034,0.007849033739953076,27781.5356,0.9757827154988903,0.007895996456439992,28863.48658,1.0137845409019859,0.007880603831867389,28692.81976,1.007790137444131,0.007893271109240416,30446.69092,1.0693921017048822,0.007957781246706245,29086.83324,1.0216292408325545,0.00792496388348666,29947.746180000002,1.0518674529492862,0.00790795704543424,29499.43121,1.0361210951840443,0.007909709170455042,30024.999369999998,1.0545808496673261,0.00790707477974188,30530.411099999998,1.0723326412689533,0.007934635612429105
1231.049,2915.95284,30322.63494,27406.682099999998,27947.60581,1.0197369279515962,0.007854856690138834,26769.93462,0.9767667068316891,0.007901658590721186,27812.92957,1.014822935097277,0.007884215969780964,27678.23625,1.0099083190372762,0.007901702239121332,29462.15578,1.0749989974160354,0.007982463701089995,28055.319519999997,1.0236671267843838,0.007933118164804479,28919.38605,1.0551947128981367,0.007921657664514175,28493.188459999998,1.0396438487532207,0.00792437425447475,29006.895340000003,1.0583877039242195,0.007923019754675915,29517.378190000003,1.0770139224550646,0.007954041513390808
